,Random Walk_RMSE,Random Walk_MASE,Mean Estimator_RMSE,Mean Estimator_MASE,Moving Avg Estimator: (h=60)_RMSE,Moving Avg Estimator: (h=60)_MASE,RMSE avg,RMSE std,MASE avg,MASE std
window_45_2,1890.9956252788154,5.228389048548993,349.50209260712074,1.0004637284851832,221.5534510055765,0.4237344496734889,820.6837229638376,929.1223761699803,2.217529075569222,2.623378069956459
window_45_3,2207.744131522914,5.048151908187014,397.5479453408222,1.0000773423834353,233.87755000829114,0.3809360575587256,946.389875624009,1095.4259074591885,2.143055102709725,2.5348618442706816
window_45_4,1725.9704824454282,5.902326101151968,302.3653983258842,1.0006437710740366,227.7660297693133,0.5462718532425503,752.0339701802086,844.278102220924,2.483080575156185,2.969855793672498
window_45_5,1877.0754265397818,5.318378338405004,350.5102630325994,1.000592152072448,194.32373633223617,0.3878235645302964,807.3031419682058,929.7355072324589,2.235598018335916,2.68728900787086
window_45_6,1805.2320308297303,5.538124944000787,328.09809295776387,1.001181573822956,193.47353932043245,0.41041773896571315,775.6012210359755,894.2234877075866,2.316574752263152,2.8055373292040513
window_45_7,2105.4865129225377,5.00423771006376,391.89970377672023,1.0007966211554016,211.1978942483025,0.3425134308174451,902.8613703158535,1045.4155686682793,2.115849254012202,2.5229794082511465
window_45_8,1975.9170835838881,6.008872821815863,341.51322310813663,1.0004441825786061,241.65546680253604,0.48288168829554107,853.0285911648535,973.7308753854509,2.4973995642300033,3.05201590148669
window_45_9,1984.554595389825,5.3045431757660655,352.68110002887295,1.0012232618015853,222.8799643516892,0.3998584383693952,853.3718865901291,981.7804358517922,2.2352082919790153,2.675074276415415
window_45_10,1823.4842332761148,5.602263217259353,331.91610468738196,1.0012390099991928,233.02542233531227,0.49190556273143576,796.141920099603,891.0774450608453,2.3651359299966606,2.8149777877599593
window_45_11,1762.268843494227,5.843904455922974,312.3200370746035,1.000650614990324,182.7940579493235,0.4219264411681044,752.4609795060513,876.9140131428861,2.422160504027134,2.9774114884566045
window_45_12,1474.4492098760045,5.673538391402324,254.20921187671917,1.0004146124270876,156.46187510786643,0.37861501491190325,628.3734322868634,734.3512793810964,2.350856006247105,2.894274064309234
window_45_13,2061.104439628555,4.945116428887896,392.82223243032206,1.000473639282611,203.52727596551577,0.31823895734708096,885.8179826747977,1022.2190748855846,2.087943008505863,2.4977872219050394
window_45_14,2207.0969837911966,5.3006361465928,382.94693335580456,1.000690098188048,235.95151917758741,0.39637431092315367,941.9984787748627,1098.0699356112427,2.2325668519013337,2.6741515085080425
